Temp,Light,Sound,PIR,Day_Period,S5_CO2,S5_CO2_Slope,Room_Occupancy_Count
25.1275,67.0,0.45,0,0,430,1.2,1
25.1425,66.75,0.35,1,0,430,1.2,1
25.1425,66.75,0.0825,0,0,435,1.26923076923,1
25.125,66.5,0.065,0,0,425,1.21923076923,1
25.1575,65.5,0.115,0,0,425,1.15,1
25.1425,65.5,0.065,0,0,420,1.06538461538,1
25.1425,66.5,0.1475,1,0,420,1.01923076923,1
25.1425,65.75,0.14,0,0,420,0.965384615385,1
25.1575,65.75,0.3175,1,0,430,0.946153846154,1
25.1575,65.75,0.0875,0,0,435,0.953846153846,1
25.1575,65.5,0.2525,0,0,430,0.842307692308,1
25.1425,65.75,0.3125,0,0,445,0.946153846154,1
25.125,65.5,0.075,0,0,440,0.976923076923,1
25.1725,65.5,0.135,0,0,440,0.934615384615,1
25.1725,67.0,0.255,0,0,435,0.869230769231,1
25.1875,67.25,0.3350000000000001,1,0,430,0.738461538462,1
25.1725,66.75,0.285,0,0,435,0.688461538462,1
25.1875,66.0,0.23,1,0,440,0.719230769231,1
25.2025,66.0,0.2274999999999999,0,0,445,0.830769230769,1
25.1875,65.75,0.15,0,0,445,0.926923076923,1
25.1875,66.25,0.1725,0,0,445,0.957692307692,1
25.2025,66.0,0.095,0,0,445,0.969230769231,1
25.2175,66.5,0.1399999999999999,0,0,440,0.915384615385,1
25.2175,67.75,0.1175,0,0,440,0.846153846154,1
25.2175,68.5,0.5775,0,0,445,0.857692307692,1
25.2025,68.75,0.1275,1,0,445,0.903846153846,1
25.2175,68.25,0.1574999999999999,1,0,450,0.984615384615,1
25.2975,65.25,0.355,1,0,450,1.1,1
25.375,65.25,0.3375,1,0,450,1.10384615385,1
25.33,112.25,0.31,1,0,450,1.08846153846,2
25.345,120.25,0.4475,1,0,450,1.00384615385,2
25.3625,125.25,0.7825000000000001,1,0,450,0.896153846154,2
25.345,127.25,0.32,1,0,445,0.719230769231,2
25.345,129.5,0.2925,1,0,445,0.623076923077,2
25.3625,130.25,0.4674999999999999,1,0,450,0.611538461538,2
25.36,130.5,0.3875,1,0,450,0.538461538462,2
25.3475,131.25,0.4725,1,0,455,0.646153846154,2
25.36,129.75,0.355,1,0,455,0.696153846154,2
25.33,130.0,0.1975,0,0,450,0.688461538462,2
25.3475,129.75,0.91,1,0,450,0.623076923077,2
25.3475,129.75,0.37,1,0,445,0.45,2
25.3625,130.0,0.8700000000000001,1,0,450,0.361538461538,2
25.3775,130.25,0.2425,1,0,450,0.311538461538,2
25.3775,130.0,1.075,1,0,450,0.303846153846,2
25.3775,129.75,0.53,1,0,460,0.384615384615,2
25.3925,130.0,0.3525,0,0,460,0.453846153846,2
25.3925,128.5,0.54,1,0,475,0.65,2
25.4075,128.0,0.4674999999999999,1,0,480,0.819230769231,2
25.3925,128.75,0.3249999999999999,1,0,480,0.957692307692,2
25.4225,128.5,0.6000000000000001,1,0,485,1.16153846154,2
25.4375,128.75,0.175,1,0,490,1.38076923077,2
25.4225,129.5,0.2775,1,0,500,1.70769230769,2
25.4375,129.5,0.7000000000000001,1,0,500,1.99615384615,2
25.4375,129.0,0.5725,0,0,500,2.24615384615,2
25.455,129.0,0.85,1,0,500,2.45769230769,2
25.4375,128.75,1.16,1,0,510,2.72307692308,2
25.4525,128.5,0.6675000000000001,1,0,510,2.94230769231,2
25.4375,128.25,0.195,0,0,515,3.11153846154,2
25.455,128.25,0.7425,1,0,515,3.22692307692,2
25.47,129.0,0.6324999999999998,0,0,515,3.33846153846,2
25.4875,129.25,0.2249999999999999,1,0,520,3.44615384615,2
25.47,129.0,0.31,1,0,525,3.59615384615,2
25.47,129.5,0.4,1,0,530,3.73846153846,2
25.4525,129.0,0.2649999999999999,1,0,540,3.86538461538,2
25.47,129.75,0.27,1,0,540,3.92307692308,2
25.47,129.5,0.19,1,0,545,3.90769230769,2
25.485,129.5,0.175,1,0,545,3.86538461538,2
25.5475,129.75,0.2324999999999999,0,0,545,3.75,2
25.515,129.25,0.085,0,0,550,3.60769230769,2
25.485,129.25,0.1325,0,0,550,3.48846153846,2
25.515,129.25,0.5625,1,0,550,3.3,2
25.515,129.5,0.3325,1,0,555,3.23846153846,2
25.515,129.75,0.4525,1,0,555,3.16538461538,2
25.53,129.75,0.255,1,0,555,3.03461538462,2
25.53,130.0,0.3975,1,0,555,2.89615384615,2
25.5475,129.5,0.2225,1,0,560,2.8,1
25.5325,129.5,0.285,1,0,560,2.75,1
25.5475,129.5,0.1974999999999999,1,0,560,2.65384615385,2
25.5325,130.0,0.8725,1,0,560,2.51153846154,2
25.5625,130.0,0.455,1,0,565,2.36923076923,2
25.5475,130.0,0.48,1,0,570,2.32307692308,2
25.5475,129.0,0.9425,1,0,570,2.23076923077,2
25.61,131.75,1.2275,1,0,570,2.14230769231,2
25.72,133.0,0.9175,1,0,580,2.10384615385,2
25.8275,132.25,0.855,1,0,580,2.01538461538,2
25.8275,132.0,0.5,1,0,585,1.97307692308,2
25.875,131.0,0.43,1,0,590,1.97692307692,2
25.89,131.75,0.4574999999999999,1,1,585,1.93461538462,2
25.9225,131.75,0.1875,0,1,590,1.99615384615,2
25.9375,132.75,0.1,0,1,590,2.01923076923,2
26.015,133.25,0.0675,0,1,600,2.14615384615,2
26.03,133.5,0.0625,0,1,600,2.23076923077,2
26.045,133.5,0.0775,0,1,595,2.22692307692,2
26.0925,133.25,0.2424999999999999,1,1,605,2.32692307692,2
26.125,133.75,0.5625,1,1,595,2.29230769231,2
26.0925,134.25,0.1025,0,1,595,2.22307692308,2
26.03,134.0,0.2249999999999999,1,1,590,2.12307692308,2
26.03,133.5,0.1275,1,1,590,1.99615384615,2
26.045,134.0,0.4425,1,1,590,1.84230769231,2
25.985,134.25,0.2125,1,1,590,1.66153846154,2
25.985,134.0,0.1775,1,1,595,1.55,2
25.985,134.0,0.2975,1,1,595,1.41153846154,2
26.0025,134.0,0.345,0,1,595,1.24615384615,2
26.02,134.25,0.135,1,1,600,1.1,2
26.0175,134.0,0.0575,0,1,610,1.06538461538,2
26.0025,134.75,0.0925,0,1,605,1.0,2
26.0175,135.25,0.285,1,1,610,0.953846153846,2
26.0475,134.75,0.3125,1,1,615,0.923076923077,2
26.0325,134.75,0.3,1,1,615,0.957692307692,2
26.0475,135.0,0.4275,0,1,620,1.01153846154,2
26.0325,135.25,0.4449999999999999,1,1,625,1.13076923077,2
26.0475,135.0,0.745,1,1,630,1.31538461538,2
26.0975,134.5,0.445,1,1,630,1.41923076923,2
26.0825,135.0,0.3824999999999999,1,1,630,1.53846153846,2
26.1425,134.5,0.5025000000000001,1,1,630,1.62692307692,2
26.19,133.25,0.645,1,1,625,1.73846153846,2
26.2525,132.75,0.4275,0,1,625,1.83076923077,2
26.2225,134.0,0.4975,1,1,630,1.9,2
26.22,133.75,0.43,1,1,630,2.04230769231,2
26.175,133.75,0.51,1,1,625,2.01923076923,2
26.1575,134.0,0.3724999999999999,1,1,635,2.06538461538,2
26.1425,133.0,0.4574999999999999,1,1,635,2.03076923077,2
26.205,133.5,0.5275,1,1,635,1.96153846154,2
26.205,134.25,0.4549999999999999,1,1,630,1.81153846154,2
26.2675,134.75,0.52,1,1,635,1.67692307692,2
26.2525,135.5,0.1875,1,1,635,1.55769230769,2
26.2525,135.5,0.2625,1,1,635,1.40769230769,2
26.2675,134.25,0.295,1,1,635,1.22692307692,2
26.2675,133.5,0.23,1,1,640,1.11153846154,2
26.2525,133.5,0.095,0,1,645,1.11153846154,2
26.235,135.25,0.2875,1,1,650,1.08076923077,2
26.2375,136.0,0.54,1,1,645,1.01923076923,2
26.2375,136.5,0.3725,0,1,650,1.02692307692,2
26.2825,135.75,0.4299999999999999,0,1,640,0.915384615385,2
26.2975,136.0,0.26,1,1,640,0.834615384615,2
26.315,135.75,0.955,1,1,645,0.834615384615,2
26.36,135.25,0.195,0,1,645,0.869230769231,2
26.345,135.25,0.2525,0,1,640,0.846153846154,2
26.36,134.75,0.0625,0,1,645,0.861538461538,2
26.33,134.0,0.065,0,1,640,0.819230769231,2
26.345,133.75,0.09,0,1,645,0.765384615385,2
26.2825,134.75,0.0875,0,1,645,0.696153846154,2
26.33,135.75,0.2025,1,1,640,0.615384615385,2
26.33,135.0,0.3275,1,1,640,0.526923076923,2
26.315,161.75,0.42,1,1,645,0.426923076923,2
26.33,163.5,0.6575,1,1,645,0.411538461538,3
26.39,168.25,1.08,1,1,650,0.434615384615,3
26.405,171.25,0.5675,1,1,645,0.4,3
26.4225,172.0,1.3350000000000002,1,1,655,0.4,3
26.42,173.0,1.0475,1,1,655,0.430769230769,3
26.39,173.5,1.505,1,1,660,0.492307692308,3
26.3425,172.25,0.5049999999999999,1,1,660,0.534615384615,3
26.405,171.0,0.6475000000000001,1,1,655,0.511538461538,3
26.485,171.5,1.145,1,1,660,0.569230769231,2
26.4525,171.25,0.4199999999999999,1,1,665,0.707692307692,2
26.4375,171.25,0.2925,1,1,665,0.880769230769,2
26.4975,173.5,1.3275,1,1,670,1.03846153846,3
26.4825,174.25,0.7525,1,1,680,1.31923076923,3
26.515,173.75,0.94,1,1,675,1.43076923077,3
26.515,173.75,0.8524999999999999,1,1,675,1.51538461538,3
26.5325,171.0,2.4250000000000003,1,1,675,1.62307692308,3
26.565,172.75,2.2675,1,1,675,1.70769230769,3
26.5475,172.75,0.6000000000000001,1,1,685,1.81153846154,3
26.565,172.5,1.265,1,1,690,1.97692307692,3
26.5625,173.25,2.9825000000000004,1,1,690,2.05769230769,3
26.5475,173.5,0.865,1,1,695,2.19615384615,3
26.5475,173.5,0.8125,1,1,695,2.29615384615,3
26.5625,172.5,0.5025,1,1,700,2.35384615385,3
26.5475,173.0,0.8400000000000001,1,1,695,2.31923076923,3
26.515,173.5,0.5425,1,1,695,2.29230769231,3
26.455,177.75,0.98,1,1,810,3.28846153846,3
26.44,178.0,1.1875,1,1,810,4.20769230769,3
26.44,177.5,0.5275,1,1,810,4.95384615385,3
26.4075,177.75,1.1225,1,1,815,5.71923076923,3
26.44,177.5,2.405,1,1,815,6.36153846154,3
26.47,177.0,0.4375,1,1,815,6.93076923077,3
26.455,176.75,0.7225,1,1,815,7.38076923077,3
26.5175,177.0,1.72,1,1,820,7.70769230769,3
26.44,176.75,1.2,1,1,835,8.09615384615,3
26.455,176.5,3.0925,1,1,840,8.44615384615,3
26.47,177.0,1.8975,1,1,840,8.66153846154,3
26.5175,177.0,0.575,1,1,845,8.83846153846,3
26.47,177.25,0.3999999999999999,1,1,845,8.98076923077,3
26.455,177.25,0.5725000000000001,1,1,845,8.94615384615,3
26.455,176.25,0.98,1,1,845,8.78076923077,3
26.5025,176.5,1.03,1,1,840,8.43846153846,3
26.44,177.25,0.635,1,1,840,7.96923076923,3
26.44,178.0,0.1425,0,1,845,7.51923076923,3
26.44,178.25,0.21,1,1,850,7.04230769231,3
26.47,176.5,1.205,1,1,855,6.48846153846,3
26.47,177.75,1.395,1,1,850,5.81153846154,3
26.44,187.0,1.4275000000000002,1,1,850,5.01538461538,3
26.4225,187.0,1.1375,1,1,845,4.10384615385,3
26.4075,186.5,0.97,1,1,845,3.03076923077,3
26.3925,187.5,1.015,1,1,850,1.88846153846,3
26.4075,187.75,1.3775,1,1,855,1.82307692308,3
26.4075,188.0,1.5025000000000002,1,1,855,1.72307692308,3
26.4075,189.0,0.9625,1,1,860,1.63461538462,3
26.47,187.0,1.1875,1,1,855,1.51153846154,3
26.4525,190.0,0.3849999999999999,1,1,860,1.40384615385,3
26.4375,191.25,0.3575,1,1,860,1.26153846154,3
26.455,190.0,0.5625,1,1,860,1.08461538462,3
26.47,190.25,0.9075,1,1,860,0.923076923077,3
26.47,189.25,0.1075,1,1,860,0.880769230769,3
26.485,188.5,0.1875,0,1,865,0.915384615385,3
26.4525,188.25,0.0875,1,1,865,0.930769230769,3
26.4525,188.5,0.105,1,1,865,0.976923076923,3
26.4375,187.5,0.0875,0,1,875,1.1,3
26.4225,188.0,0.1025,0,1,880,1.24615384615,3
26.4525,188.0,0.07,1,1,875,1.31923076923,3
26.4525,183.0,1.54,1,1,880,1.36538461538,3
26.44,188.5,1.2075,1,1,885,1.42692307692,2
26.425,189.0,0.9225,1,1,885,1.50384615385,2
26.44,190.0,0.6025,1,1,875,1.50769230769,2
26.4225,191.0,0.6825,1,1,870,1.49615384615,2
26.4225,191.5,0.6875,1,1,875,1.46923076923,2
26.4225,192.75,0.515,1,1,870,1.37692307692,2
26.4225,191.0,0.5974999999999999,1,1,870,1.21923076923,2
26.3925,191.0,1.9775,1,1,870,1.04230769231,2
26.4225,191.5,0.84,1,1,865,0.85,2
26.4225,191.5,1.4075,1,1,870,0.742307692308,2
26.4225,191.5,0.8025000000000001,1,1,870,0.623076923077,2
26.3925,192.5,0.6025,1,1,865,0.496153846154,2
26.4075,192.5,1.09,1,1,860,0.269230769231,2
26.4225,192.25,1.185,1,1,840,-0.0961538461538,2
26.39,185.0,0.36,1,1,845,-0.4,2
26.405,191.25,1.25,1,1,850,-0.646153846154,2
26.375,192.0,1.01,1,1,860,-0.792307692308,2
26.39,190.5,1.185,1,1,865,-0.892307692308,3
26.375,192.75,1.4675,1,1,870,-0.9,3
26.36,192.25,1.4625,1,1,870,-0.911538461538,3
26.375,191.75,1.0,1,1,885,-0.788461538462,3
26.375,193.25,2.37,1,1,890,-0.534615384615,2
26.405,193.25,0.4225,1,1,895,-0.196153846154,2
26.4225,193.0,0.5775,1,1,895,0.0807692307692,3
26.4225,192.75,0.2725,1,1,890,0.346153846154,3
26.4225,192.25,0.715,1,1,890,0.653846153846,3
26.39,191.5,1.495,1,1,880,0.865384615385,3
26.39,191.5,0.5175000000000001,1,1,880,0.980769230769,3
26.39,191.0,0.23,1,1,880,1.04230769231,3
26.39,191.25,0.295,1,1,875,1.1,3
26.345,192.25,0.1875,1,1,875,1.10769230769,3
26.375,192.0,0.1825,0,1,875,1.11153846154,3
26.3425,191.0,0.2525,0,1,880,1.15769230769,3
26.3125,192.75,0.2925,1,1,880,1.14615384615,3
26.3575,192.0,0.29,1,1,890,1.26538461538,3
26.3275,191.75,0.195,1,1,900,1.46153846154,3
26.3775,191.0,0.2425,1,1,905,1.63076923077,3
26.36,191.0,0.2574999999999999,1,1,910,1.76538461538,3
26.375,191.0,0.32,1,1,910,1.66153846154,3
26.3425,191.0,0.4650000000000001,1,1,910,1.55384615385,3
26.3425,190.5,0.4525,1,1,910,1.44615384615,3
26.375,191.0,1.35,1,1,910,1.39230769231,3
26.375,192.75,0.4475,1,1,910,1.35,3
26.3425,191.25,0.47,1,1,910,1.32307692308,3
26.4075,190.5,0.115,0,1,910,1.26538461538,3
26.39,191.0,0.4549999999999999,1,1,915,1.37307692308,3
26.4075,192.75,0.1425,1,1,910,1.46153846154,3
26.4075,193.75,0.1525,1,1,915,1.63076923077,3
26.3925,192.75,0.1974999999999999,1,1,920,1.83076923077,3
26.405,186.0,0.7125,1,1,925,2.00769230769,3
26.3925,191.75,1.225,1,1,925,2.15769230769,3
26.4075,192.25,0.76,1,1,930,2.22692307692,3
26.4075,192.5,0.29,1,1,935,2.30384615385,3
26.4075,192.75,0.1825,1,1,935,2.33846153846,3
26.39,193.5,0.2175,0,1,935,2.28076923077,3
26.4075,193.0,0.285,1,1,935,2.17692307692,3
26.4075,192.75,0.21,1,1,935,2.02692307692,3
26.4075,192.25,0.1649999999999999,0,1,935,1.88076923077,3
26.425,193.0,0.0725,0,1,935,1.69230769231,3
26.375,193.25,0.1075,0,1,930,1.51538461538,3
26.375,193.75,0.3325,1,1,925,1.36153846154,3
26.4225,193.75,0.145,1,1,925,1.23846153846,3
26.44,193.25,0.0925,1,1,930,1.19615384615,3
26.41,190.75,0.1674999999999999,1,1,940,1.23076923077,3
26.4075,193.5,0.1125,1,1,940,1.24230769231,3
26.425,191.75,0.1074999999999999,1,1,945,1.27692307692,3
26.425,192.25,0.2075,0,1,945,1.28461538462,3
26.425,192.5,0.13,0,1,955,1.35769230769,3
26.4075,193.0,0.14,0,1,960,1.44230769231,3
26.4375,193.25,0.1925,1,1,965,1.53461538462,3
26.47,192.75,0.3924999999999999,1,1,960,1.58846153846,3
26.455,190.25,0.8500000000000001,1,1,965,1.60384615385,3
26.455,189.75,1.2725,1,1,970,1.67307692308,3
26.47,191.0,0.7775,1,1,965,1.70384615385,3
26.4525,190.25,0.1949999999999999,1,1,970,1.79615384615,3
26.4375,191.25,0.115,1,1,975,1.9,3
26.4525,190.75,0.075,0,1,970,1.96923076923,3
26.4525,190.5,0.115,1,1,965,2.01153846154,3
26.4375,190.5,0.5275,1,1,960,1.98461538462,3
26.47,190.0,0.1925,0,1,955,1.89230769231,3
26.485,189.75,0.1725,1,1,960,1.83076923077,3
26.485,188.5,0.385,1,1,965,1.79615384615,3
26.485,188.75,0.3025,1,1,965,1.73846153846,3
26.5175,188.25,0.3125,1,1,965,1.65769230769,3
26.5025,187.75,1.35,1,1,965,1.50384615385,3
26.535,186.5,1.9025,1,1,960,1.22692307692,3
26.5025,187.0,1.165,1,1,955,0.876923076923,3
26.4875,185.75,0.56,1,1,950,0.507692307692,3
26.5025,171.0,1.2875,1,1,950,0.223076923077,3
26.5025,49.5,1.94,1,1,950,-0.0692307692308,0
26.44,49.5,1.535,1,1,960,-0.226923076923,0
26.41,49.5,0.1924999999999999,1,1,970,-0.303846153846,0
26.3775,49.75,0.095,0,1,965,-0.346153846154,0
26.3925,51.75,0.06,0,1,970,-0.3,0
26.3775,51.0,0.0625,0,1,970,-0.211538461538,0
26.36,50.75,0.0675,0,1,970,-0.176923076923,0
26.375,50.25,0.0625,0,1,970,-0.1,0
26.36,49.5,0.06,0,1,970,0.0230769230769,0
26.345,48.75,0.06,0,1,965,0.05,0
26.345,49.0,0.0625,0,1,970,0.173076923077,0
26.315,48.75,0.06,0,1,965,0.3,0
26.3,48.75,0.06,0,1,960,0.338461538462,0
26.2825,48.5,0.0625,0,1,965,0.380769230769,0
26.2675,50.0,0.0875,0,1,965,0.373076923077,0
26.2675,50.75,0.0849999999999999,0,1,965,0.311538461538,0
26.265,51.0,0.07,0,1,975,0.384615384615,0
26.2675,51.0,0.0625,0,1,975,0.496153846154,0
26.265,50.75,0.06,0,1,975,0.6,0
26.2675,50.5,0.0625,0,1,970,0.65,0
26.2525,49.5,0.0775,0,1,965,0.65,0
26.2525,49.75,0.07,0,1,960,0.553846153846,0
26.2175,50.5,0.1075,0,1,960,0.407692307692,0
26.2375,50.5,0.0625,0,1,955,0.161538461538,0
26.22,50.25,0.0825,0,1,945,-0.180769230769,0
26.22,49.5,0.1475,0,1,945,-0.519230769231,0
26.205,49.25,0.435,1,1,950,-0.707692307692,0
26.22,49.25,0.0999999999999999,0,1,950,-0.788461538462,0
26.22,48.75,0.06,0,1,940,-0.996153846154,0
26.205,48.75,0.06,0,1,930,-1.22692307692,0
26.205,48.5,0.0625,0,1,920,-1.51923076923,0
26.1725,49.0,0.06,0,1,910,-1.86538461538,0
26.19,49.5,0.0625,0,1,900,-2.25769230769,0
26.175,50.25,0.06,0,1,890,-2.68846153846,0
26.175,50.5,0.0975,0,1,880,-3.2,0
26.175,50.5,0.095,0,1,870,-3.68846153846,0
26.175,50.5,0.0875,0,1,865,-4.19615384615,0
26.175,50.0,0.075,0,1,855,-4.76923076923,0
26.1575,49.25,0.06,0,1,850,-5.25769230769,0
26.1575,49.0,0.0575,0,1,845,-5.70384615385,0
26.1575,48.5,0.0975,0,1,850,-6.01153846154,0
26.1575,47.25,0.065,0,1,845,-6.17692307692,0
26.1425,47.0,0.0625,0,1,840,-6.28846153846,0
26.1275,46.5,0.0625,0,1,840,-6.29615384615,0
26.1275,46.25,0.0575,0,1,835,-6.29615384615,0
26.1425,46.25,0.0625,0,1,835,-6.24230769231,0
26.1275,48.5,0.06,0,1,835,-6.13846153846,0
26.1275,48.0,0.0625,0,1,835,-5.93846153846,0
26.1275,47.5,0.065,0,1,830,-5.73846153846,0
26.095,47.25,0.065,0,1,830,-5.54230769231,0
26.0775,47.75,0.06,0,1,830,-5.25769230769,0
26.1275,47.5,0.06,0,1,830,-4.83461538462,0
26.095,47.25,0.06,0,1,830,-4.31923076923,0
26.08,47.5,0.0675,0,1,820,-3.90384615385,0
26.1125,48.0,0.065,0,1,820,-3.49615384615,0
26.1125,47.75,0.06,0,1,815,-3.15,0
26.1125,47.0,0.0625,0,1,815,-2.82307692308,0
26.095,47.0,0.0625,0,1,815,-2.52307692308,0
26.08,47.25,0.065,0,1,805,-2.35,0
26.0775,47.5,0.06,0,1,805,-2.21153846154,0
26.0775,46.75,0.06,0,1,800,-2.16153846154,0
26.0475,47.0,0.0725,0,1,795,-2.15384615385,0
26.08,47.5,0.08,0,1,785,-2.28461538462,0
26.065,47.5,0.07,0,1,775,-2.50384615385,0
26.08,47.75,0.07,0,1,770,-2.76153846154,0
26.08,46.75,0.07,0,1,770,-2.91153846154,0
26.08,47.25,0.06,0,1,765,-3.09615384615,0
26.065,47.0,0.0625,0,1,760,-3.31538461538,0
26.0625,46.5,0.0625,0,1,760,-3.47307692308,0
26.0625,46.5,0.06,0,1,755,-3.66538461538,0
26.065,45.75,0.0625,0,1,750,-3.84230769231,0
26.0475,45.25,0.0575,0,1,755,-3.90769230769,0
26.065,44.75,0.06,0,1,750,-3.95769230769,0
26.0475,44.5,0.06,0,1,750,-3.99230769231,0
26.065,44.5,0.06,0,1,755,-3.91923076923,0
26.03,44.5,0.0625,0,1,755,-3.78846153846,0
26.015,44.5,0.0625,0,1,750,-3.64615384615,0
26.0325,44.25,0.06,0,1,755,-3.39615384615,0
26.0475,44.5,0.06,0,1,750,-3.23461538462,0
26.0325,44.25,0.0574999999999999,0,1,740,-3.11153846154,0
26.0325,43.0,0.0625,0,1,730,-3.06923076923,0
26.015,42.5,0.07,0,1,730,-2.96153846154,0
26.015,41.75,0.07,0,1,720,-2.88076923077,0
26.03,41.75,0.065,0,1,715,-2.87307692308,0
26.015,41.5,0.065,0,1,710,-2.84230769231,0
26.0,41.25,0.065,0,1,715,-2.74230769231,0
26.0325,40.0,0.0725,0,1,715,-2.62692307692,0
26.0,41.25,0.0675,0,1,715,-2.55,0
26.0,42.75,0.06,0,1,715,-2.51923076923,0
26.0,42.75,0.0574999999999999,0,1,715,-2.49230769231,0
25.985,43.0,0.0675,0,1,705,-2.51538461538,0
26.0025,43.0,0.065,0,1,705,-2.53846153846,0
25.985,43.25,0.06,0,1,705,-2.56538461538,0
25.985,43.5,0.0575,0,1,705,-2.55,0
25.985,42.75,0.0574999999999999,0,1,695,-2.63461538462,0
25.985,42.75,0.0675,0,1,690,-2.76923076923,0
25.985,42.5,0.0574999999999999,0,1,690,-2.80769230769,0
25.985,42.75,0.06,0,1,695,-2.8,0
25.97,43.75,0.0625,0,1,690,-2.79615384615,0
25.9875,45.25,0.0625,0,1,685,-2.74230769231,0
25.9525,44.25,0.0625,0,1,680,-2.68076923077,0
25.97,43.75,0.0625,0,1,685,-2.56538461538,0
25.97,42.5,0.06,0,1,690,-2.30384615385,0
25.97,41.25,0.07,0,1,685,-2.08846153846,0
25.97,40.5,0.0925,0,1,685,-1.92307692308,0
25.97,40.0,0.0625,0,1,680,-1.86153846154,0
25.97,40.0,0.0625,0,1,675,-1.80769230769,0
25.97,39.25,0.075,0,1,680,-1.76538461538,0
25.97,40.0,0.07,0,1,675,-1.78846153846,0
25.97,40.0,0.0725,0,1,675,-1.83076923077,0
25.9525,39.75,0.07,0,1,675,-1.79615384615,0
25.94,39.75,0.06,0,1,675,-1.73076923077,0
25.9525,39.25,0.0675,0,1,670,-1.68076923077,0
25.9225,39.25,0.0849999999999999,0,1,655,-1.73461538462,0
25.94,39.0,0.06,0,1,655,-1.74230769231,0
25.94,39.0,0.06,0,1,650,-1.85,0
25.9725,39.0,0.0625,0,1,650,-1.91538461538,0
25.9375,39.25,0.0875,0,1,640,-2.03076923077,0
25.94,40.25,0.0574999999999999,0,1,640,-2.09615384615,0
25.94,40.5,0.0625,0,1,640,-2.21153846154,0
25.9375,40.5,0.0574999999999999,0,1,635,-2.38076923077,0
25.94,40.0,0.0625,0,1,625,-2.6,0
25.9225,40.0,0.0625,0,1,630,-2.67307692308,0
25.94,39.5,0.06,0,1,625,-2.79230769231,0
25.9225,39.5,0.07,0,1,620,-2.95769230769,0
25.94,39.5,0.06,0,1,615,-3.16923076923,0
25.9225,39.5,0.06,0,1,610,-3.32692307692,0
25.9225,39.25,0.065,0,1,600,-3.46923076923,0
25.9225,39.25,0.065,0,1,600,-3.59230769231,0
25.9225,39.5,0.06,0,1,595,-3.69615384615,0
25.94,39.25,0.0625,0,1,600,-3.73461538462,0
25.9225,39.25,0.0625,0,1,600,-3.76153846154,0
25.9225,38.5,0.0625,0,1,600,-3.68076923077,0
25.9075,66.5,0.475,1,1,595,-3.63461538462,1
25.9225,67.75,0.4674999999999999,0,1,595,-3.52692307692,1
25.9225,68.5,0.06,0,1,595,-3.35769230769,1
25.94,69.25,0.0925,1,1,590,-3.17307692308,1
